Current_Time,Event_Name,Event_Scheduled,Event-Time,Idle_Processors,Service_Processors,Number_Idle_Processors,Buffer_Length,Queue_Length,Entities_System,Shift
66410,NEXT_ARRIVAL,66399,66410,1593819,736301,30,0,0,22,-
66447,NEXT_ARRIVAL,66410,66447,1594892,737152,29,0,0,23,-
66465,END_SERVICE,64887,66465,1595396,737584,28,0,0,24,-
66509,NEXT_ARRIVAL,66447,66509,1596672,738596,29,0,0,23,-
66516,NEXT_ARRIVAL,66509,66516,1596868,738764,28,0,0,24,-
66565,END_SERVICE,64987,66565,1598191,739989,27,0,0,25,-
66627,END_SERVICE,65049,66627,1599927,741477,28,0,0,24,-
66639,NEXT_ARRIVAL,66516,66639,1600275,741753,29,0,0,23,-
66702,END_SERVICE,65124,66702,1602039,743265,28,0,0,24,-
66822,END_SERVICE,65244,66822,1605519,746025,29,0,0,23,-
66899,NEXT_ARRIVAL,66639,66899,1607829,747719,30,0,0,22,-
66960,END_SERVICE,65382,66960,1609598,749122,29,0,0,23,-
67177,END_SERVICE,65599,67177,1616108,753896,30,0,0,22,-
67215,END_SERVICE,65637,67215,1617286,754694,31,0,0,21,-
67275,END_SERVICE,65697,67275,1619206,755894,32,0,0,20,-
67308,END_SERVICE,65730,67308,1620295,756521,33,0,0,19,-
67346,END_SERVICE,65768,67346,1621587,757205,34,0,0,18,-
67361,END_SERVICE,65783,67361,1622112,757460,35,0,0,17,-
67368,END_SERVICE,65790,67368,1622364,757572,36,0,0,16,-
67415,END_SERVICE,65837,67415,1624103,758277,37,0,0,15,-
67533,END_SERVICE,65955,67533,1628587,759929,38,0,0,14,-
67654,END_SERVICE,66076,67654,1633306,761502,39,0,0,13,-
67677,END_SERVICE,66099,67677,1634226,761778,40,0,0,12,-
67693,NEXT_ARRIVAL,66899,67693,1634882,761954,41,0,0,11,-
67694,END_SERVICE,66116,67694,1634922,761966,40,0,0,12,-
67713,END_SERVICE,66135,67713,1635701,762175,41,0,0,11,-
67764,NEXT_ARRIVAL,67693,67764,1637843,762685,42,0,0,10,-
67774,END_SERVICE,66196,67774,1638253,762795,41,0,0,11,-
67798,NEXT_ARRIVAL,67764,67798,1639261,763035,42,0,0,10,-
67953,END_SERVICE,66375,67953,1645616,764740,41,0,0,11,-
67977,END_SERVICE,66399,67977,1646624,764980,42,0,0,10,-
67988,END_SERVICE,66410,67988,1647097,765079,43,0,0,9,-
68025,END_SERVICE,66447,68025,1648725,765375,44,0,0,8,-
68035,NEXT_ARRIVAL,67798,68035,1649175,765445,45,0,0,7,-
68087,END_SERVICE,66509,68087,1651463,765861,44,0,0,8,-
68094,END_SERVICE,66516,68094,1651778,765910,45,0,0,7,-
68155,NEXT_ARRIVAL,68035,68155,1654584,766276,46,0,0,6,-
68217,END_SERVICE,66639,68217,1657374,766710,45,0,0,7,-
68392,NEXT_ARRIVAL,68155,68392,1665424,767760,46,0,0,6,-
68477,END_SERVICE,66899,68477,1669249,768355,45,0,0,7,-
68584,NEXT_ARRIVAL,68392,68584,1674171,768997,46,0,0,6,-
68607,NEXT_ARRIVAL,68584,68607,1675206,769158,45,0,0,7,-
68609,NEXT_ARRIVAL,68607,68609,1675294,769174,44,0,0,8,-
68634,NEXT_ARRIVAL,68609,68634,1676369,769399,43,0,0,9,-
68758,NEXT_ARRIVAL,68634,68758,1681577,770639,42,0,0,10,-
68826,NEXT_ARRIVAL,68758,68826,1684365,771387,41,0,0,11,-
68851,NEXT_ARRIVAL,68826,68851,1685365,771687,40,0,0,12,-
68935,NEXT_ARRIVAL,68851,68935,1688641,772779,39,0,0,13,-
68995,NEXT_ARRIVAL,68935,68995,1690921,773619,38,0,0,14,-
69000,NEXT_ARRIVAL,68995,69000,1691106,773694,37,0,0,15,-
69069,NEXT_ARRIVAL,69000,69069,1693590,774798,36,0,0,16,-
69093,NEXT_ARRIVAL,69069,69093,1694430,775206,35,0,0,17,-
69174,NEXT_ARRIVAL,69093,69174,1697184,776664,34,0,0,18,-
69206,NEXT_ARRIVAL,69174,69206,1698240,777272,33,0,0,19,-
69208,NEXT_ARRIVAL,69206,69208,1698304,777312,32,0,0,20,-
69271,END_SERVICE,67693,69271,1700257,778635,31,0,0,21,-
69271,NEXT_ARRIVAL,69208,69271,1700257,778635,32,0,0,20,-
69342,END_SERVICE,67764,69342,1702458,780126,31,0,0,21,-
69354,NEXT_ARRIVAL,69271,69354,1702842,780366,32,0,0,20,-
69376,END_SERVICE,67798,69376,1703524,780828,31,0,0,21,-
69379,NEXT_ARRIVAL,69354,69379,1703620,780888,32,0,0,20,-
69474,NEXT_ARRIVAL,69379,69474,1706565,782883,31,0,0,21,-
69613,END_SERVICE,68035,69613,1710735,785941,30,0,0,22,-
69614,NEXT_ARRIVAL,69474,69614,1710766,785962,31,0,0,21,-
69677,NEXT_ARRIVAL,69614,69677,1712656,787348,30,0,0,22,-
69733,END_SERVICE,68155,69733,1714280,788636,29,0,0,23,-
69970,END_SERVICE,68392,69970,1721390,793850,30,0,0,22,-
70162,END_SERVICE,68584,70162,1727342,797882,31,0,0,21,-
70185,NEXT_ARRIVAL,69677,70185,1728078,798342,32,0,0,20,-
70185,END_SERVICE,68607,70185,1728078,798342,31,0,0,21,-
70187,END_SERVICE,68609,70187,1728142,798382,32,0,0,20,-
70212,END_SERVICE,68634,70212,1728967,798857,33,0,0,19,-
70245,NEXT_ARRIVAL,70185,70245,1730089,799451,34,0,0,18,-
70336,END_SERVICE,68758,70336,1733092,801180,33,0,0,19,-
70404,END_SERVICE,68826,70404,1735404,802404,34,0,0,18,-
70429,END_SERVICE,68851,70429,1736279,802829,35,0,0,17,-
70512,NEXT_ARRIVAL,70245,70512,1739267,804157,36,0,0,16,-
70513,END_SERVICE,68935,70513,1739302,804174,35,0,0,17,-
70573,END_SERVICE,68995,70573,1741462,805134,36,0,0,16,-
70578,END_SERVICE,69000,70578,1741647,805209,37,0,0,15,-
70630,NEXT_ARRIVAL,70512,70630,1743623,805937,38,0,0,14,-
70647,END_SERVICE,69069,70647,1744252,806192,37,0,0,15,-
70658,NEXT_ARRIVAL,70630,70658,1744670,806346,38,0,0,14,-
70671,END_SERVICE,69093,70671,1745151,806541,37,0,0,15,-
70671,NEXT_ARRIVAL,70658,70671,1745151,806541,38,0,0,14,-
70686,NEXT_ARRIVAL,70671,70686,1745706,806766,37,0,0,15,-
70752,END_SERVICE,69174,70752,1748082,807822,36,0,0,16,-
70778,NEXT_ARRIVAL,70686,70778,1749044,808212,37,0,0,15,-
70781,NEXT_ARRIVAL,70778,70781,1749152,808260,36,0,0,16,-
70784,END_SERVICE,69206,70784,1749257,808311,35,0,0,17,-
70786,END_SERVICE,69208,70786,1749329,808343,36,0,0,16,-
70849,END_SERVICE,69271,70849,1751660,809288,37,0,0,15,-
70879,NEXT_ARRIVAL,70781,70879,1752800,809708,38,0,0,14,-
70932,END_SERVICE,69354,70932,1754761,810503,37,0,0,15,-
70939,NEXT_ARRIVAL,70879,70939,1755027,810601,38,0,0,14,-
70957,END_SERVICE,69379,70957,1755693,810871,37,0,0,15,-
70968,NEXT_ARRIVAL,70939,70968,1756111,811025,38,0,0,14,-
71030,NEXT_ARRIVAL,70968,71030,1758405,811955,37,0,0,15,-
71052,END_SERVICE,69474,71052,1759197,812307,36,0,0,16,-
71191,NEXT_ARRIVAL,71030,71191,1764340,814392,37,0,0,15,-
71192,END_SERVICE,69614,71192,1764376,814408,36,0,0,16,-
71226,NEXT_ARRIVAL,71191,71226,1765634,814918,37,0,0,15,-
71255,END_SERVICE,69677,71255,1766678,815382,36,0,0,16,-
71343,NEXT_ARRIVAL,71226,71343,1769934,816702,37,0,0,15,-
71457,NEXT_ARRIVAL,71343,71457,1774038,818526,36,0,0,16,-
71458,NEXT_ARRIVAL,71457,71458,1774073,818543,35,0,0,17,-
71525,NEXT_ARRIVAL,71458,71525,1776351,819749,34,0,0,18,-
71530,NEXT_ARRIVAL,71525,71530,1776516,819844,33,0,0,19,-
71712,NEXT_ARRIVAL,71530,71712,1782340,823484,32,0,0,20,-
71713,NEXT_ARRIVAL,71712,71713,1782371,823505,31,0,0,21,-
71744,NEXT_ARRIVAL,71713,71744,1783301,824187,30,0,0,22,-
71763,END_SERVICE,70185,71763,1783852,824624,29,0,0,23,-
71823,END_SERVICE,70245,71823,1785652,825944,30,0,0,22,-
71853,NEXT_ARRIVAL,71744,71853,1786582,826574,31,0,0,21,-
71882,NEXT_ARRIVAL,71853,71882,1787452,827212,30,0,0,22,-
71977,NEXT_ARRIVAL,71882,71977,1790207,829397,29,0,0,23,-
72025,NEXT_ARRIVAL,71977,72025,1791551,830549,28,0,0,24,-
72090,END_SERVICE,70512,72090,1793306,832174,27,0,0,25,-
72208,END_SERVICE,70630,72208,1796610,835006,28,0,0,24,-
72236,END_SERVICE,70658,72236,1797422,835650,29,0,0,23,-
72249,END_SERVICE,70671,72249,1797812,835936,30,0,0,22,-
72264,END_SERVICE,70686,72264,1798277,836251,31,0,0,21,-
72356,END_SERVICE,70778,72356,1801221,838091,32,0,0,20,-
72359,END_SERVICE,70781,72359,1801320,838148,33,0,0,19,-
72457,END_SERVICE,70879,72457,1804652,839912,34,0,0,18,-
72517,END_SERVICE,70939,72517,1806752,840932,35,0,0,17,-
72546,END_SERVICE,70968,72546,1807796,841396,36,0,0,16,-
72608,END_SERVICE,71030,72608,1810090,842326,37,0,0,15,-
72769,END_SERVICE,71191,72769,1816208,844580,38,0,0,14,-
72804,END_SERVICE,71226,72804,1817573,845035,39,0,0,13,-
72921,END_SERVICE,71343,72921,1822253,846439,40,0,0,12,-
73035,END_SERVICE,71457,73035,1826927,847693,41,0,0,11,-
73036,END_SERVICE,71458,73036,1826969,847703,42,0,0,10,-
73103,END_SERVICE,71525,73103,1829850,848306,43,0,0,9,-
73108,END_SERVICE,71530,73108,1830070,848346,44,0,0,8,-
73290,END_SERVICE,71712,73290,1838260,849620,45,0,0,7,-
73291,END_SERVICE,71713,73291,1838306,849626,46,0,0,6,-
73322,END_SERVICE,71744,73322,1839763,849781,47,0,0,5,-
73431,END_SERVICE,71853,73431,1844995,850217,48,0,0,4,-
73460,END_SERVICE,71882,73460,1846416,850304,49,0,0,3,-
73555,END_SERVICE,71977,73555,1851166,850494,50,0,0,2,-
73603,END_SERVICE,72025,73603,1853614,850542,51,0,0,1,-
73603,END_SIMULATION,73603,73603,1853614,850542,51,0,0,0,-
